0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
95.66326530612245,95.7908163265306,95.72704081632654,94.9936224489796,94.70663265306123,95.66326530612244,95.66326530612244,95.75892857142857,95.79081632653062,95.91836734693878,95.7908163265306,95.82270408163265,96.0140306122449,95.6313775510204,95.82270408163265,95.95025510204081,95.53571428571429,96.04591836734694,95.79081632653062,95.50382653061226,95.82270408163265,95.75892857142857,95.82270408163265,95.66326530612244,95.66326530612244,95.47193877551021,95.79081632653062,96.14158163265307,95.75892857142857,95.69515306122449,95.53571428571429,95.8545918367347,95.82270408163265
91.39030612244898,91.54974489795919,91.90051020408163,89.3813775510204,84.59821428571429,88.93494897959184,88.87117346938776,91.51785714285714,91.26275510204081,91.70918367346938,91.6454081632653,91.45408163265306,91.77295918367348,91.07142857142857,91.90051020408163,91.23086734693877,91.03954081632654,91.67729591836735,91.74107142857143,91.67729591836735,91.8686224489796,91.4859693877551,91.54974489795919,91.26275510204081,91.1670918367347,91.51785714285714,91.1033163265306,91.1033163265306,91.07142857142857,91.67729591836735,91.23086734693877,91.8686224489796,91.19897959183673
87.53188775510205,87.5,87.65943877551021,82.07908163265307,73.7563775510204,78.28443877551021,78.9859693877551,87.21301020408163,87.72321428571428,87.24489795918367,87.46811224489795,86.57525510204081,87.75510204081633,87.27678571428572,87.8188775510204,85.80994897959184,85.29974489795919,87.37244897959184,87.37244897959184,87.53188775510205,87.8188775510204,86.19260204081633,86.44770408163265,86.83035714285714,86.03316326530613,87.21301020408163,86.9579081632653,86.6390306122449,86.51147959183675,87.94642857142857,87.46811224489795,87.05357142857143,86.44770408163265
69.80229591836735,67.47448979591837,77.2640306122449,57.49362244897959,48.46938775510204,51.62627551020408,54.30484693877551,70.50382653061224,68.0484693877551,71.875,67.5063775510204,68.14413265306122,69.57908163265306,74.20280612244898,70.91836734693878,67.31505102040816,67.2512755102041,72.16198979591837,72.1938775510204,71.68367346938776,68.62244897959184,68.33545918367346,66.35841836734693,69.41964285714286,66.77295918367346,70.95025510204081,70.4719387755102,69.03698979591837,68.71811224489795,68.97321428571428,69.80229591836735,71.65178571428572,69.06887755102042
63.392857142857146,59.630102040816325,73.9795918367347,49.90433673469387,42.1875,42.25127551020408,46.26913265306123,63.42474489795918,61.47959183673469,65.625,61.00127551020408,62.531887755102034,65.11479591836735,67.1875,62.81887755102041,60.52295918367347,59.9170918367347,64.25382653061224,64.82780612244898,64.12627551020407,62.723214285714285,62.43622448979592,59.693877551020414,63.201530612244895,58.80102040816326,63.807397959183675,64.6045918367347,63.16964285714286,62.72321428571429,63.29719387755102,62.88265306122449,64.89158163265306,62.56377551020408
55.548469387755105,53.125,70.69515306122449,42.442602040816325,35.49107142857143,35.84183673469388,39.54081632653062,57.461734693877546,55.13392857142857,58.99234693877551,54.30484693877551,56.473214285714285,58.25892857142857,59.91709183673469,55.13392857142857,52.55102040816327,52.29591836734694,57.07908163265306,57.110969387755105,56.505102040816325,56.536989795918366,56.72831632653062,53.09311224489795,57.36607142857143,51.84948979591837,57.94005102040816,59.15178571428571,56.85586734693877,57.110969387755105,57.8125,56.409438775510196,58.64158163265306,55.548469387755105
48.82015306122449,48.30994897959184,68.0484693877551,36.25637755102041,29.815051020408163,29.846938775510203,33.13137755102041,51.339285714285715,49.04336734693878,53.22066326530613,48.53316326530612,50.255102040816325,51.849489795918366,53.316326530612244,49.42602040816327,46.49234693877551,46.55612244897959,50.66964285714286,49.90433673469387,49.68112244897959,50.09566326530613,51.08418367346938,47.54464285714286,50.98852040816327,46.683673469387756,52.20025510204081,53.57142857142858,50.701530612244895,51.307397959183675,52.80612244897959,50.829081632653065,52.710459183673464,48.78826530612245
42.920918367346935,41.996173469387756,65.17857142857143,30.803571428571427,25.637755102040813,25.510204081632654,28.53954081632653,46.109693877551024,42.85714285714286,47.16198979591837,43.27168367346939,43.78188775510205,46.36479591836735,46.84311224489796,43.463010204081634,40.91198979591837,41.90051020408163,45.21683673469387,42.82525510204082,43.17602040816327,43.75,45.025510204081634,42.12372448979592,45.21683673469388,41.07142857142857,47.066326530612244,47.4170918367347,44.83418367346938,46.10969387755102,46.588010204081634,45.025510204081634,47.32142857142857,42.1875
27.838010204081634,27.806122448979593,56.82397959183673,19.642857142857146,15.369897959183675,15.21045918367347,17.57015306122449,30.676020408163268,29.6875,29.91071428571429,28.09311224489796,28.571428571428573,30.2295918367347,29.62372448979592,28.188775510204085,26.49872448979592,26.721938775510203,29.65561224489796,27.487244897959187,28.15688775510204,30.261479591836732,30.83545918367347,29.62372448979592,30.325255102040813,27.678571428571427,33.32270408163265,32.36607142857143,29.942602040816325,30.77168367346939,31.76020408163265,31.090561224489797,31.696428571428573,28.220663265306122
