0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
95.53571428571428,95.88647959183673,95.40816326530613,95.53571428571428,95.88647959183675,95.6313775510204,95.79081632653062,95.47193877551021,95.88647959183673,96.01403061224491,95.59948979591836,95.88647959183675,95.59948979591836,95.88647959183673,95.66326530612244,95.82270408163265,95.59948979591837,95.72704081632652,95.53571428571429,95.66326530612244,95.44005102040816,96.0140306122449,96.04591836734694,95.75892857142857,95.72704081632654,95.69515306122449,95.75892857142857,95.91836734693877,96.10969387755102,95.72704081632654,95.75892857142857,95.66326530612244,95.82270408163265,95.91836734693878
91.35841836734693,91.1033163265306,90.88010204081633,91.23086734693877,92.0280612244898,91.74107142857143,91.90051020408164,91.07142857142857,91.3265306122449,92.12372448979593,91.80484693877551,92.1875,91.58163265306122,91.67729591836735,91.90051020408163,90.78443877551021,91.67729591836735,91.96428571428571,91.3265306122449,91.54974489795919,91.48596938775509,91.19897959183673,91.83673469387756,91.35841836734693,91.54974489795919,91.8686224489796,91.13520408163265,91.74107142857143,91.93239795918367,91.67729591836735,91.54974489795919,91.3265306122449,92.02806122448979,91.1670918367347
86.98979591836735,85.65051020408163,86.79846938775509,85.29974489795919,87.85076530612244,87.27678571428572,87.56377551020408,86.86224489795919,85.17219387755102,87.8188775510204,87.56377551020408,88.07397959183673,87.08545918367346,87.40433673469389,87.53188775510205,86.2563775510204,87.5,87.14923469387756,87.24489795918367,86.98979591836735,87.30867346938776,87.05357142857143,87.46811224489795,87.37244897959184,86.9579081632653,87.56377551020408,87.02168367346938,87.11734693877551,87.69132653061224,87.1811224489796,87.34056122448979,87.08545918367346,87.34056122448979,86.16071428571429
70.59948979591837,63.83928571428571,68.43112244897958,63.807397959183675,71.81122448979592,66.48596938775509,72.48086734693877,65.43367346938774,64.25382653061226,71.875,67.25127551020408,72.32142857142857,68.97321428571428,73.53316326530611,74.4579081632653,69.80229591836735,69.26020408163265,71.58801020408163,70.88647959183675,69.32397959183673,69.89795918367346,68.78188775510205,70.1530612244898,72.13010204081633,70.05739795918367,69.32397959183675,70.6313775510204,70.12117346938774,68.94132653061226,69.2283163265306,75.06377551020408,70.88647959183673,70.3125,69.13265306122449
64.15816326530611,57.33418367346939,61.51147959183673,56.12244897959184,65.21045918367346,60.29974489795917,66.1670918367347,58.32270408163265,53.826530612244895,65.21045918367346,60.17219387755102,67.05994897959184,63.265306122448976,67.82525510204081,69.10076530612244,63.93494897959184,64.09438775510203,65.68877551020408,63.61607142857143,62.18112244897959,61.51147959183673,62.755102040816325,65.24234693877551,65.27423469387756,63.07397959183673,63.74362244897959,63.0420918367347,64.0625,62.37244897959184,62.85076530612245,68.59056122448979,66.39030612244898,64.47704081632654,63.105867346938766
57.8125,51.02040816326531,55.80357142857143,50.286989795918366,59.375,55.357142857142854,60.33163265306123,50.63775510204081,44.35586734693877,58.96045918367347,53.348214285714285,62.02168367346939,58.035714285714285,61.32015306122449,62.117346938775505,57.971938775510196,57.653061224489804,59.75765306122449,58.067602040816325,55.2295918367347,55.29336734693878,58.54591836734694,59.24744897959184,58.960459183673464,56.76020408163265,57.2704081632653,56.47321428571429,57.397959183673464,56.12244897959184,56.983418367346935,61.95790816326531,59.82142857142858,59.215561224489804,57.52551020408163
51.785714285714285,46.109693877551024,49.68112244897959,44.19642857142857,54.464285714285715,49.04336734693877,54.78316326530612,44.036989795918366,36.4795918367347,52.10459183673469,47.22576530612245,55.67602040816327,52.39158163265306,54.6875,56.090561224489804,51.403061224489804,51.53061224489796,53.22066326530612,52.16836734693878,48.50127551020408,49.93622448979592,53.63520408163265,52.99744897959184,52.67857142857143,50.57397959183673,50.701530612244895,50.35076530612245,51.62627551020408,49.96811224489796,49.808673469387756,56.15433673469388,52.61479591836735,52.99744897959184,51.49872448979592
45.88647959183673,41.485969387755105,43.941326530612244,38.93494897959184,49.744897959183675,43.5905612244898,48.246173469387756,39.317602040816325,29.942602040816325,45.24872448979592,41.19897959183673,49.55357142857143,48.086734693877546,48.94770408163265,50.22321428571429,45.75892857142857,46.04591836734694,47.00255102040816,46.36479591836735,42.0280612244898,45.02551020408163,48.46938775510204,47.54464285714286,46.619897959183675,43.494897959183675,44.26020408163265,43.65433673469388,45.79081632653061,43.81377551020408,42.63392857142857,50.22321428571429,46.36479591836735,46.014030612244895,45.24872448979592
30.739795918367342,27.77423469387755,28.63520408163265,26.339285714285715,34.82142857142857,30.293367346938773,35.04464285714286,24.23469387755102,14.572704081632654,29.559948979591837,27.5829081632653,33.003826530612244,31.919642857142858,33.41836734693877,34.78954081632653,30.80357142857143,31.441326530612244,32.110969387755105,30.803571428571427,26.658163265306122,31.887755102040817,34.21556122448979,30.867346938775512,31.473214285714285,27.742346938775512,29.017857142857142,30.006377551020407,29.336734693877553,27.64668367346939,28.18877551020408,34.661989795918366,32.557397959183675,31.409438775510203,30.29336734693878
