0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508
93.09701492537313,93.5032729454035,93.06809880685046,93.1238332296204,93.44313238036048,93.16770186335404,93.23191490182018,92.95028854993579,93.35615265866474,93.56551500229972,93.22139303482587,93.47013915209268,93.23144818568159,93.29854211912573,93.0545000584583,93.32303665870786,93.39741283619446,93.10986699135367,93.0658983788684,92.85270088896803,92.5765344391582,93.24867797536109,93.76752337809944,95.27581819819471,93.17209438527811,93.16770186335404,93.00090922692692,93.18463444857497,93.39945117543257,93.27128833808433,93.40999340616696,93.07884962162663,93.35403726708074,93.50531137632262
89.51017398138895,89.97974090738359,89.64659154149066,89.50992089020934,90.15579823790462,89.98422744031072,89.81885923845194,89.33366129174914,89.66778353014496,90.22783878327945,90.06869155979817,90.25949822130104,89.67452854571685,90.0500002349635,89.77310411840143,89.78760655896062,89.91590675506438,89.96570101226683,89.66812773951159,89.00655951906171,89.31453154764378,89.37689172564976,90.81439393939394,93.7328075513327,89.39649220856072,89.49994016576014,89.2777265300698,89.32006662271418,89.77819335327466,89.84372650145566,89.6907401623985,89.4572306973848,90.04990642545228,89.84137648983406
86.43847406804132,86.4303550111915,86.10550341917649,86.19332754198726,86.74627963390556,86.95943132710019,86.43092001885606,86.66051189921706,85.8346709470305,86.68530935269644,86.98179691521734,86.99208461070236,86.26802251090676,86.67253778373536,86.12601351377862,86.54563468365187,86.72141255225588,86.28473253012811,86.00525177433559,85.34752449422083,85.72276420417647,85.70593514397882,87.984089281373,92.0317877026533,86.23933986102337,86.09809618096276,85.6743456629894,85.6564391616017,86.2075796514118,86.62298014232164,86.35040285636637,86.36041666666667,86.64788126135892,86.00723060858351
76.62585877369699,76.06367549070546,76.27752585391315,76.41740661350966,76.86562775145606,76.38704591122095,77.48478075196715,76.75868694375464,76.50715243268853,77.11954891026915,76.67486621927789,77.30734163721036,76.69846343997582,77.15789163572182,76.21866780309327,76.39349520373781,76.33960670567382,76.40979391120896,76.16671116963927,74.3253756380634,75.41114244654068,75.03837905915992,78.97032850582832,87.31473897249231,76.54036399345134,75.0010362050028,74.64935998916582,74.86488976079985,75.87642669366295,76.71381173305817,76.63834471484694,76.57787329374881,76.10878471705111,76.54061380241055
73.11989480161822,72.9979405359341,72.64736645341779,72.8261331878058,73.65996649916248,72.89936254221968,73.78040824577442,73.48534027148267,73.21977381010518,73.71673807644605,73.29744588367531,73.27705104645426,73.07222347544928,73.15292835427064,72.98684342998172,73.05860342999951,73.34390991135601,73.32040564221896,71.95714969116938,70.45310795292886,71.2935681451265,72.01666002495148,76.36907897402651,84.95243294091797,73.02613778765095,71.02964618428535,70.49263585576435,71.37962943233808,72.70100168975765,73.9310907182808,73.44889947510035,73.22549627791562,72.86391791881118,72.79067949018688
69.75005042694815,69.43328701949392,68.87308110141966,69.66469640146025,70.14931401720679,68.6017039479294,70.05422804855678,69.96988905920605,69.09136226719272,70.49843847975504,69.6610073610226,70.11557736962459,69.43230685667037,69.87361102630182,69.44771150981188,70.05892614847838,70.23497797712855,69.89074280225104,68.49592411631201,66.49461054158289,67.28315018315018,69.0793956014526,72.49464710974735,82.93217286914765,69.3261469820971,67.28264697609666,66.60525669368705,67.6282688832951,68.75833952275259,70.742479468764,70.51245859680819,70.1094954081602,69.52020800397995,69.88351872110891
66.27355211477737,66.40209043188335,65.30554978973993,66.51326980988944,66.76404285481884,64.33508838468346,66.52148436924907,65.98246774094912,66.49908507846145,66.08615948670945,65.46283785091778,67.2315377583642,65.86887122356,65.69933410734032,66.18184061189243,66.54387318632024,66.58624461172232,66.38047462859348,65.15373682641,61.94624605878494,63.982490407806424,65.66079974714125,68.99462627521137,80.54380593821861,66.19996517134103,63.779298719793076,62.62691054680792,63.64348227945841,65.55241944588705,66.83796089634853,67.96143472171792,66.03838356534666,66.07674633782227,66.34709803001468
62.27421272392067,62.16892302897159,61.5543362911784,62.16703206966031,62.691070548351725,60.89882703516477,62.92442279801381,62.77720830480715,62.780283965679445,62.423673673673676,62.143290537880105,63.73763340344317,62.26618360835322,61.91808739012406,63.258746481300626,63.12138119139712,62.11170638761084,63.09927862690362,61.92976908063491,57.30465004793864,60.079835118767264,61.14255941593744,65.36027040818743,78.1682079957942,61.973714681596775,59.86479350894673,58.45527075199456,59.30142949198459,61.58741258741259,62.88780745816615,64.845749844795,62.402085093258236,62.24190425940016,62.266565551237086
50.24092472214599,50.74382509620108,49.39345680468719,50.67623922540635,51.56422015810932,49.73175965665236,52.34687036403058,51.70407813350042,51.994949494949495,51.29459576844326,50.55677839563382,51.37069362319866,50.89758254186534,49.65062562388282,51.3209974551269,51.597889514819954,51.497283568445766,51.6201693948958,50.142131780666155,45.528327370780424,48.23205981581107,49.445107003246534,53.67847932511583,70.18712909574434,50.66563646899749,46.48253764037779,47.409096629359446,46.20225860926658,47.733980076362016,51.427035330261134,53.80683880240442,52.21602941518699,50.992997398645656,50.192966987498394
