0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
100.0,100.0,100.0,0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
83.37078651685394,83.31460674157304,82.35955056179776,0,100.11235955056179,100.95505617977527,100.95505617977527,100.95505617977527,83.31460674157304,0,84.49438202247191,83.03370786516854,81.01123595505618,83.20224719101124,82.92134831460675,82.75280898876404,83.82022471910112,82.64044943820224,82.07865168539325,82.24719101123596,82.07865168539325,82.13483146067416,82.80898876404494,84.7752808988764,83.87640449438202,82.41573033707866,84.04494382022472,84.26966292134831,84.9438202247191,82.92134831460675,0,84.15730337078652,82.35955056179776,83.42696629213484,83.20224719101124,84.15730337078652,83.03370786516854,83.03370786516854,81.01123595505618,82.92134831460675,83.08988764044943,83.53932584269663,82.97752808988764,0,84.04494382022472,83.20224719101124,83.65168539325842,83.87640449438202,84.10112359550563,83.25842696629213,83.98876404494382,83.87640449438202,84.04494382022472,83.37078651685394,82.35955056179776,82.86516853932584,81.51685393258427,84.7752808988764,83.08988764044943,80.67415730337079,84.10112359550563,83.31460674157304,81.85393258426966,80.16853932584269,81.51685393258427,83.25842696629213,82.75280898876404,81.62921348314607,81.06741573033707,84.10112359550563,82.02247191011236,82.30337078651685,83.65168539325842,84.04494382022472,82.19101123595506,82.41573033707866,83.59550561797752,83.42696629213484,81.74157303370787,82.13483146067416,83.65168539325842,83.59550561797752,85.1685393258427,82.52808988764045,83.93258426966293,82.52808988764045,82.75280898876404,83.03370786516854
69.83146067415731,70.95505617977528,70.84269662921349,0,100.11235955056179,100.95505617977527,100.95505617977527,100.95505617977527,70.89887640449439,0,72.47191011235955,70.0,67.80898876404494,68.53932584269663,70.6179775280899,70.0,72.07865168539325,71.06741573033707,70.33707865168539,70.4494382022472,69.6067415730337,68.08988764044945,70.11235955056179,72.58426966292136,68.93258426966293,69.15730337078652,70.95505617977528,71.46067415730337,72.07865168539325,69.66292134831461,0,70.95505617977528,69.9438202247191,70.2247191011236,70.39325842696628,71.85393258426967,71.23595505617978,71.79775280898878,69.10112359550563,69.7752808988764,70.89887640449439,71.12359550561797,70.56179775280899,0,72.07865168539325,72.19101123595506,70.73033707865169,72.69662921348315,70.84269662921349,70.73033707865169,70.89887640449439,70.2247191011236,72.35955056179775,69.88764044943821,70.50561797752809,70.73033707865169,69.04494382022473,70.6179775280899,70.0561797752809,68.37078651685393,71.01123595505618,70.16853932584269,70.6179775280899,67.86516853932584,69.9438202247191,70.11235955056179,69.21348314606742,67.86516853932584,68.76404494382022,70.4494382022472,69.71910112359551,70.4494382022472,70.50561797752809,69.83146067415731,69.71910112359551,69.15730337078652,68.65168539325842,71.29213483146067,67.86516853932584,69.6067415730337,71.96629213483146,70.95505617977528,72.24719101123596,71.57303370786516,71.01123595505618,68.82022471910112,70.4494382022472,71.51685393258427
58.42696629213483,58.20224719101124,59.43820224719101,0,100.11235955056179,100.95505617977527,100.95505617977527,100.95505617977527,59.10112359550562,0,61.29213483146068,58.42696629213483,57.41573033707865,57.247191011235955,59.10112359550562,57.359550561797754,59.60674157303371,60.449438202247194,56.40449438202248,59.60674157303371,57.58426966292135,55.1123595505618,56.96629213483146,60.39325842696629,55.33707865168539,56.46067415730337,57.359550561797754,58.70786516853933,59.943820224719104,56.68539325842696,0,57.359550561797754,58.932584269662925,58.651685393258425,57.921348314606746,58.539325842696634,59.21348314606741,58.651685393258425,56.34831460674158,57.078651685393254,59.8314606741573,59.04494382022472,56.067415730337075,0,62.41573033707866,60.95505617977528,58.59550561797753,61.23595505617978,57.19101123595506,58.59550561797753,58.59550561797753,58.651685393258425,60.78651685393258,57.19101123595506,60.1123595505618,58.37078651685393,57.58426966292135,56.34831460674158,56.57303370786517,56.79775280898877,58.42696629213483,56.68539325842696,58.98876404494382,54.550561797752806,57.640449438202246,58.98876404494382,55.842696629213485,57.078651685393254,58.14606741573034,57.134831460674164,57.69662921348314,58.08988764044943,57.69662921348314,58.258426966292134,56.62921348314607,57.58426966292135,56.067415730337075,60.78651685393258,56.40449438202248,57.41573033707865,59.04494382022472,59.04494382022472,60.61797752808988,59.88764044943821,60.2808988764045,57.471910112359545,57.247191011235955,59.325842696629216
36.235955056179776,35.2247191011236,34.831460674157306,0,100.11235955056179,100.95505617977527,100.95505617977527,100.95505617977527,33.53932584269663,0,38.59550561797753,35.1123595505618,37.13483146067416,34.26966292134831,32.41573033707865,35.449438202247194,36.348314606741575,37.07865168539326,35.0,35.89887640449439,31.741573033707866,33.258426966292134,35.674157303370784,35.2247191011236,32.13483146067416,35.95505617977528,31.685393258426963,33.82022471910112,35.73033707865169,34.7752808988764,0,34.7752808988764,33.20224719101124,34.044943820224724,37.247191011235955,32.69662921348315,35.2247191011236,36.40449438202247,32.359550561797754,30.674157303370787,38.764044943820224,33.42696629213483,31.685393258426963,0,38.146067415730336,37.69662921348315,37.19101123595506,35.73033707865169,35.168539325842694,38.20224719101123,36.741573033707866,35.39325842696629,38.37078651685393,35.39325842696629,33.53932584269663,35.842696629213485,36.91011235955056,32.30337078651686,32.58426966292135,34.10112359550562,35.842696629213485,35.0,34.32584269662921,33.70786516853933,33.258426966292134,36.96629213483146,32.078651685393254,35.89887640449439,36.853932584269664,32.359550561797754,32.80898876404494,36.91011235955056,32.86516853932584,38.31460674157303,32.078651685393254,30.61797752808989,29.49438202247191,34.662921348314605,34.32584269662921,35.168539325842694,32.47191011235955,32.19101123595506,34.60674157303371,37.52808988764045,34.943820224719104,35.61797752808989,34.32584269662921,35.561797752808985
32.19101123595506,29.775280898876407,30.337078651685395,0,100.11235955056179,100.95505617977527,100.95505617977527,100.95505617977527,28.932584269662918,0,33.70786516853933,30.168539325842698,32.640449438202246,29.8876404494382,27.584269662921347,30.842696629213485,31.235955056179776,32.19101123595506,30.280898876404493,29.943820224719104,27.752808988764045,29.55056179775281,31.235955056179776,29.8876404494382,27.584269662921347,31.123595505617978,27.415730337078653,29.325842696629213,31.741573033707866,30.280898876404493,0,30.0,28.651685393258425,28.932584269662918,31.85393258426966,27.86516853932584,30.112359550561795,31.235955056179776,26.40449438202247,26.573033707865168,33.70786516853933,29.10112359550562,27.808988764044944,0,32.078651685393254,32.97752808988764,32.58426966292135,31.06741573033708,30.337078651685395,33.82022471910112,31.629213483146067,31.06741573033708,33.65168539325843,30.50561797752809,28.314606741573034,31.123595505617978,31.910112359550563,28.146067415730336,28.426966292134832,29.213483146067414,30.50561797752809,29.55056179775281,30.39325842696629,29.606741573033705,28.539325842696627,31.797752808988765,27.977528089887638,30.95505617977528,32.52808988764045,28.033707865168537,28.033707865168537,32.41573033707865,28.764044943820227,33.764044943820224,27.022471910112362,25.337078651685392,25.1123595505618,30.50561797752809,29.55056179775281,30.786516853932582,28.426966292134832,26.853932584269664,29.8876404494382,33.08988764044944,29.55056179775281,29.8876404494382,29.719101123595504,29.8876404494382
26.40449438202247,24.831460674157306,25.955056179775283,0,100.11235955056179,100.95505617977527,100.95505617977527,100.95505617977527,24.775280898876403,0,29.719101123595504,26.06741573033708,27.977528089887638,25.89887640449438,23.314606741573034,26.12359550561798,27.134831460674157,28.59550561797753,26.46067415730337,25.280898876404496,23.93258426966292,25.674157303370787,26.685393258426966,25.730337078651683,23.426966292134832,25.955056179775283,23.651685393258425,24.9438202247191,27.921348314606742,26.06741573033708,0,25.50561797752809,25.0,24.43820224719101,27.359550561797754,24.213483146067418,25.842696629213485,27.359550561797754,22.359550561797754,21.910112359550563,28.651685393258425,25.50561797752809,24.269662921348313,0,27.303370786516858,28.314606741573034,28.08988764044944,27.191011235955052,27.078651685393258,28.707865168539325,26.516853932584272,26.348314606741575,27.977528089887638,26.01123595505618,24.10112359550562,27.134831460674157,27.86516853932584,23.98876404494382,24.662921348314608,25.89887640449438,26.12359550561798,25.56179775280899,25.674157303370787,24.775280898876403,24.831460674157306,28.146067415730336,23.764044943820224,26.46067415730337,27.584269662921347,23.820224719101123,25.224719101123593,27.359550561797754,24.43820224719101,29.044943820224717,22.97752808988764,21.292134831460675,20.674157303370784,25.674157303370787,25.224719101123593,26.40449438202247,25.168539325842698,23.53932584269663,25.786516853932582,28.59550561797753,25.0,24.382022471910112,25.449438202247194,25.449438202247194
22.696629213483146,21.235955056179776,21.629213483146067,0,100.11235955056179,100.95505617977527,100.95505617977527,100.95505617977527,21.235955056179776,0,26.573033707865168,22.078651685393258,23.876404494382022,21.516853932584272,19.831460674157302,21.853932584269664,23.53932584269663,25.168539325842698,22.97752808988764,21.34831460674157,20.56179775280899,21.573033707865168,22.808988764044944,21.966292134831463,19.49438202247191,22.528089887640448,20.50561797752809,21.460674157303373,23.70786516853933,21.292134831460675,0,21.40449438202247,21.573033707865168,20.617977528089888,24.044943820224717,20.1123595505618,21.685393258426966,24.213483146067418,18.876404494382022,18.426966292134832,24.43820224719101,22.640449438202246,21.40449438202247,0,23.314606741573034,23.595505617977526,23.876404494382022,22.92134831460674,23.820224719101123,24.325842696629213,22.865168539325843,23.146067415730336,23.426966292134832,22.47191011235955,20.224719101123593,22.92134831460674,23.651685393258425,20.168539325842698,20.89887640449438,22.134831460674157,22.134831460674157,22.078651685393258,22.247191011235955,21.06741573033708,20.842696629213485,23.98876404494382,19.49438202247191,22.752808988764045,23.258426966292134,20.224719101123593,21.910112359550563,23.651685393258425,20.50561797752809,24.9438202247191,19.325842696629213,17.921348314606742,16.96629213483146,22.528089887640448,21.573033707865168,22.47191011235955,21.966292134831463,21.01123595505618,22.47191011235955,25.280898876404496,20.842696629213485,19.662921348314608,21.741573033707866,20.56179775280899
18.707865168539325,17.191011235955056,17.808988764044944,0,100.11235955056179,100.95505617977527,100.95505617977527,100.95505617977527,17.415730337078653,0,22.865168539325843,18.202247191011235,20.168539325842698,17.696629213483146,16.797752808988765,17.359550561797754,19.550561797752806,21.235955056179776,19.101123595505616,18.033707865168537,17.808988764044944,18.820224719101123,18.707865168539325,18.53932584269663,16.40449438202247,19.101123595505616,17.022471910112362,18.48314606741573,20.280898876404493,17.640449438202246,0,17.471910112359552,17.696629213483146,16.91011235955056,21.292134831460675,16.01123595505618,17.696629213483146,20.168539325842698,16.348314606741575,15.224719101123597,19.719101123595507,19.04494382022472,17.921348314606742,0,19.775280898876403,18.651685393258425,19.9438202247191,18.707865168539325,20.280898876404493,19.9438202247191,19.157303370786515,19.382022471910112,19.213483146067414,18.876404494382022,16.01123595505618,19.8876404494382,19.719101123595507,17.022471910112362,17.640449438202246,18.426966292134832,18.370786516853933,18.707865168539325,17.97752808988764,17.808988764044944,17.471910112359552,20.224719101123593,15.955056179775282,19.157303370786515,19.213483146067414,17.191011235955056,17.921348314606742,20.730337078651687,16.797752808988765,20.95505617977528,15.224719101123597,14.9438202247191,13.539325842696629,18.98876404494382,17.471910112359552,18.764044943820224,19.213483146067414,18.48314606741573,18.876404494382022,21.853932584269664,17.191011235955056,15.393258426966291,18.14606741573034,16.348314606741575
9.831460674157304,8.764044943820224,9.269662921348315,0,100.11235955056179,100.95505617977527,100.95505617977527,100.95505617977527,8.707865168539326,0,12.134831460674157,9.101123595505618,11.46067415730337,9.213483146067416,7.47191011235955,8.314606741573034,9.49438202247191,11.235955056179774,9.662921348314606,9.662921348314606,8.258426966292134,9.269662921348315,9.887640449438202,10.0561797752809,7.134831460674157,8.426966292134832,8.089887640449438,9.662921348314606,9.382022471910112,7.6966292134831455,0,8.820224719101123,8.426966292134832,8.707865168539326,10.955056179775282,8.98876404494382,9.438202247191011,10.561797752808989,7.6966292134831455,6.629213483146068,9.775280898876403,11.685393258426966,9.606741573033707,0,10.393258426966293,8.48314606741573,10.842696629213483,9.662921348314606,10.561797752808989,10.0,10.337078651685392,9.606741573033707,9.775280898876403,8.764044943820224,7.303370786516854,10.617977528089888,9.719101123595506,8.876404494382022,9.269662921348315,9.438202247191011,8.202247191011235,9.831460674157304,9.438202247191011,9.438202247191011,8.707865168539326,10.393258426966293,7.584269662921349,10.168539325842698,10.224719101123595,8.707865168539326,9.438202247191011,10.224719101123595,7.6966292134831455,10.112359550561797,7.528089887640449,7.808988764044944,6.853932584269663,9.606741573033707,9.157303370786517,9.550561797752808,12.191011235955056,11.292134831460675,11.123595505617978,12.921348314606742,7.752808988764046,5.44943820224719,7.584269662921349,6.292134831460674
