0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
93.11224489795919,93.46301020408163,93.0484693877551,92.88903061224491,92.79336734693878,92.88903061224491,93.2716836734694,93.39923469387756,99.93622448979592,92.79336734693877,0.03188775510204082,0.0,92.69770408163265,92.37882653061226,92.98469387755102,93.30357142857143,93.23979591836735,92.7295918367347,93.11224489795919,92.66581632653062,93.0484693877551,92.98469387755102,93.30357142857143,93.30357142857143,92.98469387755102,92.82525510204081,92.98469387755102,93.11224489795919,92.85714285714286,93.0484693877551,92.88903061224491,92.69770408163265,93.36734693877551,92.92091836734694,92.79336734693877,92.85714285714286,93.01658163265307,93.17602040816327,92.37882653061224,92.47448979591837,92.7295918367347,92.95280612244898,92.92091836734694,93.08035714285714,92.82525510204081,92.6658163265306,93.23979591836735,93.0484693877551
86.70280612244898,86.7984693877551,86.7984693877551,86.76658163265307,86.70280612244898,86.28826530612245,87.40433673469389,86.19260204081633,99.87244897959184,86.44770408163265,0.0,0.0,85.87372448979593,85.74617346938777,86.35204081632654,86.9579081632653,86.41581632653062,86.38392857142857,86.73469387755102,86.19260204081633,86.57525510204081,86.44770408163265,86.57525510204081,87.0216836734694,86.67091836734694,86.4795918367347,86.51147959183673,86.28826530612244,86.4795918367347,86.60714285714286,86.32015306122449,86.38392857142858,86.83035714285714,87.05357142857143,86.32015306122449,86.51147959183673,86.44770408163265,87.1811224489796,85.71428571428572,86.51147959183673,86.83035714285714,86.6390306122449,86.57525510204081,86.7984693877551,86.41581632653062,86.35204081632652,86.98979591836735,86.4795918367347
80.64413265306123,81.09056122448979,80.64413265306123,80.16581632653062,81.02678571428572,80.19770408163265,80.83545918367346,81.12244897959184,99.80867346938776,80.32525510204081,0.0,0.0,79.65561224489795,80.03826530612245,80.58035714285714,81.37755102040816,80.3890306122449,80.5484693877551,80.89923469387756,80.19770408163265,80.45280612244898,80.48469387755102,80.61224489795919,80.7716836734694,80.45280612244898,80.61224489795919,80.58035714285714,79.94260204081633,80.35714285714286,80.16581632653062,80.5484693877551,80.51658163265306,80.96301020408163,81.05867346938776,80.5484693877551,80.26147959183673,80.7079081632653,80.9311224489796,79.40051020408163,79.81505102040816,80.38903061224491,80.45280612244898,80.61224489795919,80.5484693877551,80.7716836734694,80.26147959183673,81.28188775510205,80.51658163265307
70.08928571428572,71.0140306122449,66.45408163265306,64.70025510204081,65.49744897959184,64.82780612244898,65.17857142857143,65.43367346938776,99.61734693877551,64.66836734693877,0.0,0.0,64.3813775510204,64.44515306122449,66.35841836734694,66.03954081632654,65.0829081632653,64.89158163265307,65.59311224489795,65.24234693877551,64.98724489795919,65.33801020408163,65.01913265306123,65.05102040816327,65.36989795918367,65.33801020408163,65.24234693877551,64.09438775510205,64.54081632653062,64.63647959183673,65.01913265306123,64.15816326530611,65.65688775510205,65.24234693877551,64.57270408163265,64.34948979591837,64.57270408163265,65.05102040816325,65.46556122448979,65.01913265306123,64.76403061224491,64.6045918367347,64.7640306122449,64.41326530612245,65.59311224489795,64.7640306122449,65.68877551020408,65.17857142857143
69.35586734693877,70.02551020408163,62.85076530612245,59.91709183673469,61.128826530612244,60.0765306122449,60.586734693877546,61.00127551020408,99.4579081632653,60.49107142857143,0.0,0.0,60.076530612244895,60.17219387755102,61.734693877551024,61.09693877551021,61.09693877551021,60.33163265306123,61.096938775510196,60.77806122448979,60.905612244897966,60.586734693877546,60.55484693877551,60.96938775510205,60.61862244897959,60.42729591836735,60.87372448979592,59.82142857142858,59.75765306122449,60.14030612244898,60.778061224489804,59.88520408163265,60.9375,60.58673469387756,59.82142857142857,60.39540816326531,60.714285714285715,61.128826530612244,60.96938775510205,60.36352040816327,60.682397959183675,60.14030612244898,60.3954081632653,60.65051020408164,61.60714285714286,60.36352040816326,61.41581632653062,60.87372448979592
68.36734693877551,69.16454081632654,59.50255102040816,56.40943877551021,56.82397959183674,56.0905612244898,55.96301020408163,56.31377551020408,99.42602040816327,56.63265306122449,0.0,0.0,55.994897959183675,55.963010204081634,57.52551020408163,57.17474489795919,56.76020408163265,56.664540816326536,57.015306122448976,56.69642857142857,56.88775510204081,56.664540816326536,56.69642857142857,56.69642857142857,56.82397959183673,56.21811224489795,56.72831632653062,55.70790816326531,55.5484693877551,56.40943877551021,56.79209183673469,55.80357142857142,56.76020408163265,56.66454081632653,56.058673469387756,55.96301020408163,56.40943877551021,56.505102040816325,56.37755102040816,55.96301020408163,56.53698979591837,56.18622448979592,56.473214285714285,56.37755102040816,57.46173469387755,56.28188775510205,57.30229591836735,56.600765306122454
67.79336734693878,68.65433673469389,56.40943877551021,52.51913265306122,52.51913265306123,52.423469387755105,51.88137755102041,52.359693877551024,99.42602040816327,52.83801020408163,0.0,0.0,51.753826530612244,52.359693877551024,53.6670918367347,53.316326530612244,52.64668367346938,51.88137755102041,52.83801020408163,52.838010204081634,53.22066326530612,52.359693877551024,52.99744897959183,52.77423469387755,52.67857142857142,52.83801020408163,52.32780612244898,51.91326530612245,52.04081632653062,52.04081632653062,52.869897959183675,51.849489795918366,52.64668367346938,52.48724489795919,51.94515306122449,52.07270408163265,52.0408163265306,53.06122448979592,52.55102040816327,52.48724489795919,52.838010204081634,52.5829081632653,52.80612244897959,52.20025510204081,53.57142857142857,52.1045918367347,53.28443877551021,52.359693877551024
67.37882653061223,68.11224489795919,53.316326530612244,48.88392857142857,49.36224489795919,48.94770408163265,48.40561224489796,49.07525510204081,99.33035714285714,48.660714285714285,0.0,0.0,48.50127551020408,48.37372448979592,50.44642857142857,49.61734693877551,49.07525510204081,48.692602040816325,49.55357142857143,48.852040816326536,49.776785714285715,48.94770408163265,49.52168367346938,49.170918367346935,49.26658163265306,49.23469387755102,48.50127551020408,48.30994897959184,48.182397959183675,48.53316326530612,49.61734693877551,48.2780612244898,48.50127551020408,48.94770408163265,48.21428571428571,48.53316326530612,48.214285714285715,49.68112244897959,48.78826530612245,48.75637755102041,49.48979591836735,48.46938775510204,49.10714285714286,48.50127551020408,49.744897959183675,48.724489795918366,49.90433673469388,48.91581632653062
66.1033163265306,66.67729591836735,46.46045918367347,39.12627551020408,39.923469387755105,39.63647959183673,39.12627551020408,40.338010204081634,98.9795918367347,39.03061224489796,0.0,0.0,38.96683673469388,39.12627551020408,40.46556122448979,40.08290816326531,39.03061224489796,39.98724489795919,39.413265306122454,39.50892857142857,40.27423469387755,39.47704081632653,39.923469387755105,39.477040816326536,40.11479591836735,39.98724489795918,38.93494897959184,39.0625,38.74362244897959,39.0625,39.57270408163265,39.923469387755105,39.38137755102041,39.44515306122449,39.54081632653062,39.285714285714285,38.871173469387756,40.75255102040816,39.12627551020408,39.253826530612244,39.764030612244895,39.54081632653061,39.827806122448976,39.47704081632653,40.17857142857143,38.71173469387755,39.70025510204081,38.99872448979592
