0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508,96.9097651421508
92.99284614161071,93.26713213900095,93.26084767595682,93.6493352194534,93.2877563704164,93.32085821601319,93.54036270261595,93.31062229786113,93.22560596643879,93.4883664582944,93.10122524025834,93.31880967831648,93.03481509556553,93.41205717837167,93.19665391489642,93.4802657197605,93.08735444513115,93.40188605552619,93.29816360086718,93.05006295895538,92.9058405102505,93.10993608873213,93.2361147692739,93.43487264796812,93.70716510903426,93.66978428682106,93.88620797011208,96.96782178217822,84.87301867545511,24.93994808058995,0.0,0.0,0.0,0.0,0.0,0.0,93.40385556650125,93.21350074633688,93.48230912476723,93.27973881785154,93.29813025523964,93.62958359229334,93.28982161675977,93.50729012657837,93.01240037513999,93.13890482491448,93.34783895933631,93.51738647388171,93.41612620853203,93.28775637041642,93.28148715158429,93.337232126052,93.57131173218151,93.22981366459628,92.87472720677007,92.62483771097573,93.27547782077313,92.96574069094792,93.21134705323456,93.3332919256105
89.07405099927604,89.62829871955029,89.85219997578906,90.10435527945681,89.76608517336155,89.6285782442748,89.68409013800877,89.74358974358974,89.98239009182396,89.85642806459997,89.78110800692504,89.77806441525954,89.62840773610847,89.62157178046573,90.268247036806,90.05970207150315,89.77771089517586,90.07800215420058,89.45559210526315,89.65411626696499,89.20680450176351,89.78506512601945,89.54579865205261,90.02828003130863,90.5824926521568,90.32248382578537,91.00729673865172,96.97261119493248,74.29501311239042,6.883675413973371,0.0,0.0,0.0,0.0,0.0,0.0,90.02501563477173,89.87184626523845,89.85727846668348,89.86842928660826,89.78616939327074,90.081351689612,89.42939616662376,89.81604405290446,89.29908607981432,89.38637076537015,89.71173558845211,89.6814151489962,90.14839456686869,89.70689132481291,89.54509446967887,89.78820943521721,89.49829086389062,89.81833943410956,89.04069845896419,89.07171580477385,89.67442153800957,89.59609567381493,89.82881096451918,90.68297394080525
85.76459863407895,86.44083024911257,86.73280800719945,86.47039206531676,86.2264492015542,86.46857815265602,86.18850664544894,86.8490242678906,86.73820801678178,86.73180817343946,86.27417094373213,86.63183559735285,86.51809704441283,86.04383717945562,87.15364027038243,86.49022456609225,86.52614078067883,86.43039591315453,85.89817949385667,85.93799778092696,85.77609962593371,86.26097867001255,86.13010482648835,86.6910759596634,87.23350697074302,87.10783587616649,87.56380064597899,97.09150326797385,65.48561439306917,1.6363549249886558,0.0,0.0,0.0,0.0,0.0,0.0,87.0256877466692,86.83584328217427,86.35271891850839,86.45445031468628,86.00675006702289,86.75475652711447,85.84125029886144,86.42109093274465,86.35764792208658,85.81441899608947,86.34493780667063,86.4183273384773,86.69896224202627,86.81153475764168,86.51509887574869,86.41029264153154,86.57734199062374,86.64106352770256,85.54503105590062,84.99858221214018,86.16102516326953,86.24730679598233,86.32642655660936,87.38450703818596
76.50462722748236,77.00763480833032,77.08114954577219,77.098382551415,75.97239354808488,76.88486413927758,76.67064967579296,76.47065356210783,76.37660800457851,77.07076657432786,76.66429708003554,76.72769497451701,76.24736528202328,75.82055237233462,77.2907411744819,75.80901746204131,77.48131965552179,76.79392884917026,76.1613670321345,76.62563860596792,76.42785364469202,76.93205118703526,77.04115499502157,74.84873389155726,75.77914727071955,73.5756223379197,72.13319552419898,96.65867926688804,44.28076302718941,0.044802867383512544,0.0,0.0,0.0,0.0,0.0,0.0,76.68034488446028,76.12646612646614,76.75003365519942,76.17583347278779,75.45417215354772,76.02003601835773,75.721134499807,75.89141429107647,76.32332986080553,76.39697709259616,75.669062396291,76.72713042656682,76.12436555625284,76.78311203231442,76.45619150820791,76.30299842569516,76.9141340729231,76.10610481427449,74.91796803465951,75.45035914021688,74.68013747054604,74.90259966691681,75.87602509740287,79.24077879743471
73.73355539464157,74.14839694656489,73.35779890645622,73.37254545040844,71.96504546237153,73.50822300978686,73.14234786437287,73.15383570533814,73.60689376019242,74.38335179032853,74.01078139491122,73.77579388403564,72.66052801595714,71.9451884121845,73.93130499332112,72.07799357446895,74.32894601482539,73.0426860107059,73.42297291256928,73.680066807862,73.71508242070686,73.93011337694668,73.67946741491207,70.75211993841793,69.60510851598201,67.54983148274508,64.0466617991485,96.38998902514672,37.572222678605655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.9693449119413,73.0738403113798,73.23836511554532,72.21287949026492,71.66598699815376,72.58303095039872,72.7035659512239,71.77252095730357,73.19322874349804,73.14682831357783,72.29159793247553,73.38506129454271,72.31947398092177,73.77303313167432,72.74919429097605,72.82284545001562,73.75602795513014,71.7954672935482,71.17554889114601,71.9488515328332,71.16697563795748,71.23267162027281,72.34122052841994,76.19645725883638
70.78028694918288,70.86217920862148,69.55647200101124,69.67391764805558,68.05300390666244,69.93774513996652,69.9151799607497,69.70074340641129,70.74733581348471,71.67007791186093,70.80429856182326,70.22589480341134,69.01317519374724,68.94282033359374,71.03051337117145,68.43345986794009,71.3246654211687,69.16083916083916,71.21418832716466,71.09200806024401,70.76979191847497,71.13925241236602,71.31953422513038,66.29998949901741,64.2430882654106,60.907063972805105,56.9452714170446,96.15560184989354,32.08204245553643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.66522182559919,69.19445437020481,70.0114425920602,69.04125654059224,68.30492424242425,69.0094368944684,68.65505077485716,66.54658053592462,68.4791212004766,69.80911129297326,68.08932027092405,70.09214347663715,68.93816046139126,70.32587259169361,68.86785920740965,69.1017321232049,70.97353060917916,68.45025906551749,67.07496340589867,68.50658559350572,66.95004039594596,67.7229714902134,68.43686352202468,72.95159656175443
67.658646334185,67.46425255338903,66.37724932361031,65.06865043550704,64.89258093266632,65.6797385620915,66.64275923296185,66.63878390862517,66.5784394816653,68.50010331324327,67.8117680596647,66.7490727302048,66.44460263662975,65.32568194409743,67.21830463968828,64.40242354509675,67.93039393809124,64.68250489465532,68.58537596712938,68.23408253455263,68.33291357965209,68.41532985434466,68.68450234130971,61.341468007381465,57.700523677829686,51.45997176850172,45.86191002949853,95.95037756202805,27.18532286411511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.90656981321119,65.59117159375334,66.58737333906126,64.59704626418478,64.45608894898956,64.80708321336022,64.50463120120266,61.75690692947141,64.49254811453606,65.99081611996444,64.43299379620737,66.04367212912507,65.30103909216331,66.61709149273429,65.13675465719722,65.49619567838278,67.86330928071699,65.27102786389204,63.793228919474764,64.9948545406368,63.30227379526106,63.15266060058342,64.94612421975297,68.75651520305487
65.07930795428285,65.21924171892434,62.72848797963208,60.18509029628112,61.17839778802481,61.27559299473558,62.4981237709271,62.83590224920684,63.26581409321088,65.84745586449026,65.35199242787672,63.129515757109914,63.24464257156565,61.59741393396803,63.44776561112755,61.19180161943321,64.898561328345,61.054656780137066,66.29331258381083,65.90597041765949,65.65889596265438,65.85909620919361,66.30148259038481,55.5513228600536,50.64028776978417,41.642168871468236,35.21845927702454,95.62401205990906,22.860481841064367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.595945308816596,61.126072374546865,63.01496743945202,60.727788279773165,60.6695022467791,59.424151350518244,59.23114730292774,57.10700060020734,58.80403199325936,62.21447794499427,60.945996462801304,63.118617439120186,61.42609800554534,62.822230588652175,60.967993754879004,61.4266958863945,63.8054718531708,61.48967628138618,59.25244026169401,61.7640436789373,59.16899685153088,59.5214174322076,60.299576872626545,66.44968105410163
56.6870242300612,56.452480751975,51.223083275106404,47.40319524696819,49.11434101897464,50.082508250825086,51.03990212685865,52.238876695929775,51.9297815811816,57.64896276885655,57.804157722369,52.50741455606817,50.321315535984596,50.37142835551323,52.59903431805202,50.35033945240966,52.921253261578606,48.57370247995249,58.945888716881086,58.61797404332474,58.646066995663226,58.614145426459224,58.94336661525557,36.35924037278002,28.93078770298866,20.81589022470302,12.749907441688263,94.48325092276622,13.345698546552715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.23246416458544,49.29727916379751,51.803550496819554,49.11496243959188,48.16901084758228,43.882238757683595,42.678022879102315,41.85239221210445,40.081225832259214,51.20794775400039,49.349138115098285,52.28990122861559,48.72304199772985,50.86183458860769,50.85164835164835,49.44203674847422,52.51942752524581,49.61404941801103,46.537121933793756,50.224215246636774,47.41368705920945,47.66855562725473,48.49268535176593,54.72773518404128
