x,y,z,type,volume,cycle entry,custom:GFP,custom:sample
121.111790685436,-277.143789507863,0,cancer,,,,
137.937211781345,-277.143789507863,0,cancer,,,,
154.762632877253,-277.143789507863,0,cancer,,,,
171.588053973162,-277.143789507863,0,cancer,,,,
188.41347506907,-277.143789507863,0,cancer,,,,
205.238896164979,-277.143789507863,0,cancer,,,,
-223.809341780687,-262.572547409436,0,cancer,,,,
-206.983920684778,-262.572547409436,0,cancer,,,,
-190.15849958887,-262.572547409436,0,cancer,,,,
-173.333078492961,-262.572547409436,0,cancer,,,,
-156.507657397053,-262.572547409436,0,cancer,,,,
-139.682236301145,-262.572547409436,0,cancer,,,,
-122.856815205236,-262.572547409436,0,cancer,,,,
-106.031394109328,-262.572547409436,0,cancer,,,,
-89.2059730134192,-262.572547409436,0,cancer,,,,
-72.3805519175108,-262.572547409436,0,cancer,,,,
-55.5551308216023,-262.572547409436,0,cancer,,,,
-38.7297097256939,-262.572547409436,0,cancer,,,,
-21.9042886297854,-262.572547409436,0,cancer,,,,
-5.07886753387699,-262.572547409436,0,cancer,,,,
11.7465535620314,-262.572547409436,0,cancer,,,,
28.5719746579399,-262.572547409436,0,cancer,,,,
45.3973957538483,-262.572547409436,0,cancer,,,,
62.2228168497568,-262.572547409436,0,cancer,,,,
79.0482379456652,-262.572547409436,0,cancer,,,,
95.8736590415736,-262.572547409436,0,cancer,,,,
112.699080137482,-262.572547409436,0,cancer,,,,
129.524501233391,-262.572547409436,0,cancer,,,,
146.349922329299,-262.572547409436,0,cancer,,,,
163.175343425207,-262.572547409436,0,cancer,,,,
180.000764521116,-262.572547409436,0,cancer,,,,
196.826185617024,-262.572547409436,0,cancer,,,,
213.651606712933,-262.572547409436,0,cancer,,,,
230.477027808841,-262.572547409436,0,cancer,,,,
-232.222052328641,-248.001305311009,0,cancer,,,,
-215.396631232732,-248.001305311009,0,cancer,,,,
-198.571210136824,-248.001305311009,0,cancer,,,,
-181.745789040916,-248.001305311009,0,cancer,,,,
-164.920367945007,-248.001305311009,0,cancer,,,,
-148.094946849099,-248.001305311009,0,cancer,,,,
-131.26952575319,-248.001305311009,0,cancer,,,,
-114.444104657282,-248.001305311009,0,cancer,,,,
-97.6186835613734,-248.001305311009,0,cancer,,,,
-80.793262465465,-248.001305311009,0,cancer,,,,
-63.9678413695565,-248.001305311009,0,cancer,,,,
-47.1424202736481,-248.001305311009,0,cancer,,,,
-30.3169991777397,-248.001305311009,0,cancer,,,,
-13.4915780818312,-248.001305311009,0,cancer,,,,
3.33384301407722,-248.001305311009,0,cancer,,,,
20.1592641099857,-248.001305311009,0,cancer,,,,
36.9846852058941,-248.001305311009,0,cancer,,,,
53.8101063018025,-248.001305311009,0,cancer,,,,
70.635527397711,-248.001305311009,0,cancer,,,,
87.4609484936194,-248.001305311009,0,cancer,,,,
104.286369589528,-248.001305311009,0,cancer,,,,
121.111790685436,-248.001305311009,0,cancer,,,,
137.937211781345,-248.001305311009,0,cancer,,,,
154.762632877253,-248.001305311009,0,cancer,,,,
171.588053973162,-248.001305311009,0,cancer,,,,
188.41347506907,-248.001305311009,0,cancer,,,,
205.238896164979,-248.001305311009,0,cancer,,,,
222.064317260887,-248.001305311009,0,cancer,,,,
238.889738356795,-248.001305311009,0,cancer,,,,
-257.460183972504,-233.430063212581,0,cancer,,,,
-240.634762876595,-233.430063212581,0,cancer,,,,
-223.809341780687,-233.430063212581,0,cancer,,,,
-206.983920684778,-233.430063212581,0,cancer,,,,
-190.15849958887,-233.430063212581,0,cancer,,,,
-173.333078492961,-233.430063212581,0,cancer,,,,
-156.507657397053,-233.430063212581,0,cancer,,,,
-139.682236301145,-233.430063212581,0,cancer,,,,
-122.856815205236,-233.430063212581,0,cancer,,,,
-106.031394109328,-233.430063212581,0,cancer,,,,
-89.2059730134192,-233.430063212581,0,cancer,,,,
-72.3805519175108,-233.430063212581,0,cancer,,,,
-55.5551308216023,-233.430063212581,0,cancer,,,,
-38.7297097256939,-233.430063212581,0,cancer,,,,
-21.9042886297854,-233.430063212581,0,cancer,,,,
-5.07886753387699,-233.430063212581,0,cancer,,,,
11.7465535620314,-233.430063212581,0,cancer,,,,
28.5719746579399,-233.430063212581,0,cancer,,,,
45.3973957538483,-233.430063212581,0,cancer,,,,
62.2228168497568,-233.430063212581,0,cancer,,,,
79.0482379456652,-233.430063212581,0,cancer,,,,
95.8736590415736,-233.430063212581,0,cancer,,,,
112.699080137482,-233.430063212581,0,cancer,,,,
129.524501233391,-233.430063212581,0,cancer,,,,
146.349922329299,-233.430063212581,0,cancer,,,,
163.175343425207,-233.430063212581,0,cancer,,,,
180.000764521116,-233.430063212581,0,cancer,,,,
196.826185617024,-233.430063212581,0,cancer,,,,
213.651606712933,-233.430063212581,0,cancer,,,,
230.477027808841,-233.430063212581,0,cancer,,,,
247.302448904749,-233.430063212581,0,cancer,,,,
-265.872894520458,-218.858821114154,0,cancer,,,,
-249.047473424549,-218.858821114154,0,cancer,,,,
-232.222052328641,-218.858821114154,0,cancer,,,,
-215.396631232732,-218.858821114154,0,cancer,,,,
-198.571210136824,-218.858821114154,0,cancer,,,,
-181.745789040916,-218.858821114154,0,cancer,,,,
-164.920367945007,-218.858821114154,0,cancer,,,,
-148.094946849099,-218.858821114154,0,cancer,,,,
-131.26952575319,-218.858821114154,0,cancer,,,,
-114.444104657282,-218.858821114154,0,cancer,,,,
-97.6186835613734,-218.858821114154,0,cancer,,,,
-80.793262465465,-218.858821114154,0,cancer,,,,
-63.9678413695565,-218.858821114154,0,cancer,,,,
-47.1424202736481,-218.858821114154,0,cancer,,,,
-30.3169991777397,-218.858821114154,0,cancer,,,,
-13.4915780818312,-218.858821114154,0,cancer,,,,
3.33384301407722,-218.858821114154,0,cancer,,,,
20.1592641099857,-218.858821114154,0,cancer,,,,
36.9846852058941,-218.858821114154,0,cancer,,,,
53.8101063018025,-218.858821114154,0,cancer,,,,
70.635527397711,-218.858821114154,0,cancer,,,,
87.4609484936194,-218.858821114154,0,cancer,,,,
104.286369589528,-218.858821114154,0,cancer,,,,
121.111790685436,-218.858821114154,0,cancer,,,,
137.937211781345,-218.858821114154,0,cancer,,,,
154.762632877253,-218.858821114154,0,cancer,,,,
171.588053973162,-218.858821114154,0,cancer,,,,
188.41347506907,-218.858821114154,0,cancer,,,,
205.238896164979,-218.858821114154,0,cancer,,,,
222.064317260887,-218.858821114154,0,cancer,,,,
238.889738356795,-218.858821114154,0,cancer,,,,
255.715159452704,-218.858821114154,0,cancer,,,,
272.540580548612,-218.858821114154,0,cancer,,,,
-274.285605068412,-204.287579015727,0,cancer,,,,
-257.460183972504,-204.287579015727,0,cancer,,,,
-240.634762876595,-204.287579015727,0,cancer,,,,
-223.809341780687,-204.287579015727,0,cancer,,,,
-206.983920684778,-204.287579015727,0,cancer,,,,
-190.15849958887,-204.287579015727,0,cancer,,,,
-173.333078492961,-204.287579015727,0,cancer,,,,
-156.507657397053,-204.287579015727,0,cancer,,,,
-139.682236301145,-204.287579015727,0,cancer,,,,
-122.856815205236,-204.287579015727,0,cancer,,,,
-106.031394109328,-204.287579015727,0,cancer,,,,
-89.2059730134192,-204.287579015727,0,cancer,,,,
-72.3805519175108,-204.287579015727,0,cancer,,,,
-55.5551308216023,-204.287579015727,0,cancer,,,,
-38.7297097256939,-204.287579015727,0,cancer,,,,
-21.9042886297854,-204.287579015727,0,cancer,,,,
-5.07886753387699,-204.287579015727,0,cancer,,,,
11.7465535620314,-204.287579015727,0,cancer,,,,
28.5719746579399,-204.287579015727,0,cancer,,,,
45.3973957538483,-204.287579015727,0,cancer,,,,
62.2228168497568,-204.287579015727,0,cancer,,,,
79.0482379456652,-204.287579015727,0,cancer,,,,
95.8736590415736,-204.287579015727,0,cancer,,,,
112.699080137482,-204.287579015727,0,cancer,,,,
129.524501233391,-204.287579015727,0,cancer,,,,
146.349922329299,-204.287579015727,0,cancer,,,,
163.175343425207,-204.287579015727,0,cancer,,,,
180.000764521116,-204.287579015727,0,cancer,,,,
196.826185617024,-204.287579015727,0,cancer,,,,
213.651606712933,-204.287579015727,0,cancer,,,,
230.477027808841,-204.287579015727,0,cancer,,,,
247.302448904749,-204.287579015727,0,cancer,,,,
264.127870000658,-204.287579015727,0,cancer,,,,
280.953291096567,-204.287579015727,0,cancer,,,,
-282.698315616366,-189.716336917299,0,cancer,,,,
-265.872894520458,-189.716336917299,0,cancer,,,,
-249.047473424549,-189.716336917299,0,cancer,,,,
-232.222052328641,-189.716336917299,0,cancer,,,,
-215.396631232732,-189.716336917299,0,cancer,,,,
-198.571210136824,-189.716336917299,0,cancer,,,,
-181.745789040916,-189.716336917299,0,cancer,,,,
-164.920367945007,-189.716336917299,0,cancer,,,,
-148.094946849099,-189.716336917299,0,cancer,,,,
-131.26952575319,-189.716336917299,0,cancer,,,,
-114.444104657282,-189.716336917299,0,cancer,,,,
-97.6186835613734,-189.716336917299,0,cancer,,,,
-80.793262465465,-189.716336917299,0,cancer,,,,
-63.9678413695565,-189.716336917299,0,cancer,,,,
-47.1424202736481,-189.716336917299,0,cancer,,,,
-30.3169991777397,-189.716336917299,0,cancer,,,,
-13.4915780818312,-189.716336917299,0,cancer,,,,
3.33384301407722,-189.716336917299,0,cancer,,,,
20.1592641099857,-189.716336917299,0,cancer,,,,
36.9846852058941,-189.716336917299,0,cancer,,,,
53.8101063018025,-189.716336917299,0,cancer,,,,
70.635527397711,-189.716336917299,0,cancer,,,,
87.4609484936194,-189.716336917299,0,cancer,,,,
104.286369589528,-189.716336917299,0,cancer,,,,
121.111790685436,-189.716336917299,0,cancer,,,,
137.937211781345,-189.716336917299,0,cancer,,,,
154.762632877253,-189.716336917299,0,cancer,,,,
171.588053973162,-189.716336917299,0,cancer,,,,
188.41347506907,-189.716336917299,0,cancer,,,,
205.238896164979,-189.716336917299,0,cancer,,,,
222.064317260887,-189.716336917299,0,cancer,,,,
238.889738356795,-189.716336917299,0,cancer,,,,
255.715159452704,-189.716336917299,0,cancer,,,,
272.540580548612,-189.716336917299,0,cancer,,,,
289.366001644521,-189.716336917299,0,cancer,,,,
-291.11102616432,-175.145094818872,0,cancer,,,,
-274.285605068412,-175.145094818872,0,cancer,,,,
-257.460183972504,-175.145094818872,0,cancer,,,,
-240.634762876595,-175.145094818872,0,cancer,,,,
-223.809341780687,-175.145094818872,0,cancer,,,,
-206.983920684778,-175.145094818872,0,cancer,,,,
-190.15849958887,-175.145094818872,0,cancer,,,,
-173.333078492961,-175.145094818872,0,cancer,,,,
-156.507657397053,-175.145094818872,0,cancer,,,,
-139.682236301145,-175.145094818872,0,cancer,,,,
-122.856815205236,-175.145094818872,0,cancer,,,,
-106.031394109328,-175.145094818872,0,cancer,,,,
-89.2059730134192,-175.145094818872,0,cancer,,,,
-72.3805519175108,-175.145094818872,0,cancer,,,,
-55.5551308216023,-175.145094818872,0,cancer,,,,
-38.7297097256939,-175.145094818872,0,cancer,,,,
-21.9042886297854,-175.145094818872,0,cancer,,,,
-5.07886753387699,-175.145094818872,0,cancer,,,,
11.7465535620314,-175.145094818872,0,cancer,,,,
28.5719746579399,-175.145094818872,0,cancer,,,,
45.3973957538483,-175.145094818872,0,cancer,,,,
62.2228168497568,-175.145094818872,0,cancer,,,,
79.0482379456652,-175.145094818872,0,cancer,,,,
95.8736590415736,-175.145094818872,0,cancer,,,,
112.699080137482,-175.145094818872,0,cancer,,,,
129.524501233391,-175.145094818872,0,cancer,,,,
146.349922329299,-175.145094818872,0,cancer,,,,
163.175343425207,-175.145094818872,0,cancer,,,,
180.000764521116,-175.145094818872,0,cancer,,,,
196.826185617024,-175.145094818872,0,cancer,,,,
213.651606712933,-175.145094818872,0,cancer,,,,
230.477027808841,-175.145094818872,0,cancer,,,,
247.302448904749,-175.145094818872,0,cancer,,,,
264.127870000658,-175.145094818872,0,cancer,,,,
280.953291096567,-175.145094818872,0,cancer,,,,
297.778712192475,-175.145094818872,0,cancer,,,,
-299.523736712275,-160.573852720445,0,cancer,,,,
-282.698315616366,-160.573852720445,0,cancer,,,,
-265.872894520458,-160.573852720445,0,cancer,,,,
-249.047473424549,-160.573852720445,0,cancer,,,,
-232.222052328641,-160.573852720445,0,cancer,,,,
-215.396631232732,-160.573852720445,0,cancer,,,,
-198.571210136824,-160.573852720445,0,cancer,,,,
-181.745789040916,-160.573852720445,0,cancer,,,,
-164.920367945007,-160.573852720445,0,cancer,,,,
-148.094946849099,-160.573852720445,0,cancer,,,,
-131.26952575319,-160.573852720445,0,cancer,,,,
-114.444104657282,-160.573852720445,0,cancer,,,,
-97.6186835613734,-160.573852720445,0,cancer,,,,
-80.793262465465,-160.573852720445,0,cancer,,,,
-63.9678413695565,-160.573852720445,0,cancer,,,,
-47.1424202736481,-160.573852720445,0,cancer,,,,
-30.3169991777397,-160.573852720445,0,cancer,,,,
-13.4915780818312,-160.573852720445,0,cancer,,,,
3.33384301407722,-160.573852720445,0,cancer,,,,
20.1592641099857,-160.573852720445,0,cancer,,,,
36.9846852058941,-160.573852720445,0,cancer,,,,
53.8101063018025,-160.573852720445,0,cancer,,,,
70.635527397711,-160.573852720445,0,cancer,,,,
87.4609484936194,-160.573852720445,0,cancer,,,,
104.286369589528,-160.573852720445,0,cancer,,,,
121.111790685436,-160.573852720445,0,cancer,,,,
137.937211781345,-160.573852720445,0,cancer,,,,
154.762632877253,-160.573852720445,0,cancer,,,,
171.588053973162,-160.573852720445,0,cancer,,,,
188.41347506907,-160.573852720445,0,cancer,,,,
205.238896164979,-160.573852720445,0,cancer,,,,
222.064317260887,-160.573852720445,0,cancer,,,,
238.889738356795,-160.573852720445,0,cancer,,,,
255.715159452704,-160.573852720445,0,cancer,,,,
272.540580548612,-160.573852720445,0,cancer,,,,
289.366001644521,-160.573852720445,0,cancer,,,,
306.191422740429,-160.573852720445,0,cancer,,,,
-307.936447260229,-146.002610622018,0,cancer,,,,
-291.11102616432,-146.002610622018,0,cancer,,,,
-274.285605068412,-146.002610622018,0,cancer,,,,
-257.460183972504,-146.002610622018,0,cancer,,,,
-240.634762876595,-146.002610622018,0,cancer,,,,
-223.809341780687,-146.002610622018,0,cancer,,,,
-206.983920684778,-146.002610622018,0,cancer,,,,
-190.15849958887,-146.002610622018,0,cancer,,,,
-173.333078492961,-146.002610622018,0,cancer,,,,
-156.507657397053,-146.002610622018,0,cancer,,,,
-139.682236301145,-146.002610622018,0,cancer,,,,
-122.856815205236,-146.002610622018,0,cancer,,,,
-106.031394109328,-146.002610622018,0,cancer,,,,
-89.2059730134192,-146.002610622018,0,cancer,,,,
-72.3805519175108,-146.002610622018,0,cancer,,,,
-55.5551308216023,-146.002610622018,0,cancer,,,,
-38.7297097256939,-146.002610622018,0,cancer,,,,
-21.9042886297854,-146.002610622018,0,cancer,,,,
-5.07886753387699,-146.002610622018,0,cancer,,,,
11.7465535620314,-146.002610622018,0,cancer,,,,
28.5719746579399,-146.002610622018,0,cancer,,,,
45.3973957538483,-146.002610622018,0,cancer,,,,
62.2228168497568,-146.002610622018,0,cancer,,,,
79.0482379456652,-146.002610622018,0,cancer,,,,
95.8736590415736,-146.002610622018,0,cancer,,,,
112.699080137482,-146.002610622018,0,cancer,,,,
129.524501233391,-146.002610622018,0,cancer,,,,
146.349922329299,-146.002610622018,0,cancer,,,,
163.175343425207,-146.002610622018,0,cancer,,,,
180.000764521116,-146.002610622018,0,cancer,,,,
196.826185617024,-146.002610622018,0,cancer,,,,
213.651606712933,-146.002610622018,0,cancer,,,,
230.477027808841,-146.002610622018,0,cancer,,,,
247.302448904749,-146.002610622018,0,cancer,,,,
264.127870000658,-146.002610622018,0,cancer,,,,
280.953291096567,-146.002610622018,0,cancer,,,,
297.778712192475,-146.002610622018,0,cancer,,,,
314.604133288383,-146.002610622018,0,cancer,,,,
-316.349157808183,-131.43136852359,0,cancer,,,,
-299.523736712275,-131.43136852359,0,cancer,,,,
-282.698315616366,-131.43136852359,0,cancer,,,,
-265.872894520458,-131.43136852359,0,cancer,,,,
-249.047473424549,-131.43136852359,0,cancer,,,,
-232.222052328641,-131.43136852359,0,cancer,,,,
-215.396631232732,-131.43136852359,0,cancer,,,,
-198.571210136824,-131.43136852359,0,cancer,,,,
-181.745789040916,-131.43136852359,0,cancer,,,,
-164.920367945007,-131.43136852359,0,cancer,,,,
-148.094946849099,-131.43136852359,0,cancer,,,,
-131.26952575319,-131.43136852359,0,cancer,,,,
-114.444104657282,-131.43136852359,0,cancer,,,,
-97.6186835613734,-131.43136852359,0,cancer,,,,
-80.793262465465,-131.43136852359,0,cancer,,,,
-63.9678413695565,-131.43136852359,0,cancer,,,,
-47.1424202736481,-131.43136852359,0,cancer,,,,
-30.3169991777397,-131.43136852359,0,cancer,,,,
-13.4915780818312,-131.43136852359,0,cancer,,,,
3.33384301407722,-131.43136852359,0,cancer,,,,
20.1592641099857,-131.43136852359,0,cancer,,,,
36.9846852058941,-131.43136852359,0,cancer,,,,
53.8101063018025,-131.43136852359,0,cancer,,,,
70.635527397711,-131.43136852359,0,cancer,,,,
87.4609484936194,-131.43136852359,0,cancer,,,,
104.286369589528,-131.43136852359,0,cancer,,,,
121.111790685436,-131.43136852359,0,cancer,,,,
137.937211781345,-131.43136852359,0,cancer,,,,
154.762632877253,-131.43136852359,0,cancer,,,,
171.588053973162,-131.43136852359,0,cancer,,,,
188.41347506907,-131.43136852359,0,cancer,,,,
205.238896164979,-131.43136852359,0,cancer,,,,
222.064317260887,-131.43136852359,0,cancer,,,,
238.889738356795,-131.43136852359,0,cancer,,,,
255.715159452704,-131.43136852359,0,cancer,,,,
272.540580548612,-131.43136852359,0,cancer,,,,
289.366001644521,-131.43136852359,0,cancer,,,,
306.191422740429,-131.43136852359,0,cancer,,,,
323.016843836338,-131.43136852359,0,cancer,,,,
-324.761868356137,-116.860126425163,0,cancer,,,,
-307.936447260229,-116.860126425163,0,cancer,,,,
-291.11102616432,-116.860126425163,0,cancer,,,,
-274.285605068412,-116.860126425163,0,cancer,,,,
-257.460183972504,-116.860126425163,0,cancer,,,,
-240.634762876595,-116.860126425163,0,cancer,,,,
-223.809341780687,-116.860126425163,0,cancer,,,,
-206.983920684778,-116.860126425163,0,cancer,,,,
-190.15849958887,-116.860126425163,0,cancer,,,,
-173.333078492961,-116.860126425163,0,cancer,,,,
-156.507657397053,-116.860126425163,0,cancer,,,,
-139.682236301145,-116.860126425163,0,cancer,,,,
-122.856815205236,-116.860126425163,0,cancer,,,,
-106.031394109328,-116.860126425163,0,cancer,,,,
-89.2059730134192,-116.860126425163,0,cancer,,,,
-72.3805519175108,-116.860126425163,0,cancer,,,,
-55.5551308216023,-116.860126425163,0,cancer,,,,
-38.7297097256939,-116.860126425163,0,cancer,,,,
-21.9042886297854,-116.860126425163,0,cancer,,,,
-5.07886753387699,-116.860126425163,0,cancer,,,,
11.7465535620314,-116.860126425163,0,cancer,,,,
28.5719746579399,-116.860126425163,0,cancer,,,,
45.3973957538483,-116.860126425163,0,cancer,,,,
62.2228168497568,-116.860126425163,0,cancer,,,,
79.0482379456652,-116.860126425163,0,cancer,,,,
95.8736590415736,-116.860126425163,0,cancer,,,,
112.699080137482,-116.860126425163,0,cancer,,,,
129.524501233391,-116.860126425163,0,cancer,,,,
146.349922329299,-116.860126425163,0,cancer,,,,
163.175343425207,-116.860126425163,0,cancer,,,,
180.000764521116,-116.860126425163,0,cancer,,,,
196.826185617024,-116.860126425163,0,cancer,,,,
213.651606712933,-116.860126425163,0,cancer,,,,
230.477027808841,-116.860126425163,0,cancer,,,,
247.302448904749,-116.860126425163,0,cancer,,,,
264.127870000658,-116.860126425163,0,cancer,,,,
280.953291096567,-116.860126425163,0,cancer,,,,
297.778712192475,-116.860126425163,0,cancer,,,,
314.604133288383,-116.860126425163,0,cancer,,,,
-333.174578904092,-102.288884326736,0,cancer,,,,
-316.349157808183,-102.288884326736,0,cancer,,,,
-299.523736712275,-102.288884326736,0,cancer,,,,
-282.698315616366,-102.288884326736,0,cancer,,,,
-265.872894520458,-102.288884326736,0,cancer,,,,
-249.047473424549,-102.288884326736,0,cancer,,,,
-232.222052328641,-102.288884326736,0,cancer,,,,
-215.396631232732,-102.288884326736,0,cancer,,,,
-198.571210136824,-102.288884326736,0,cancer,,,,
-181.745789040916,-102.288884326736,0,cancer,,,,
-164.920367945007,-102.288884326736,0,cancer,,,,
-148.094946849099,-102.288884326736,0,cancer,,,,
-131.26952575319,-102.288884326736,0,cancer,,,,
-114.444104657282,-102.288884326736,0,cancer,,,,
-97.6186835613734,-102.288884326736,0,cancer,,,,
-80.793262465465,-102.288884326736,0,cancer,,,,
-63.9678413695565,-102.288884326736,0,cancer,,,,
-47.1424202736481,-102.288884326736,0,cancer,,,,
-30.3169991777397,-102.288884326736,0,cancer,,,,
-13.4915780818312,-102.288884326736,0,cancer,,,,
3.33384301407722,-102.288884326736,0,cancer,,,,
20.1592641099857,-102.288884326736,0,cancer,,,,
36.9846852058941,-102.288884326736,0,cancer,,,,
53.8101063018025,-102.288884326736,0,cancer,,,,
70.635527397711,-102.288884326736,0,cancer,,,,
87.4609484936194,-102.288884326736,0,cancer,,,,
104.286369589528,-102.288884326736,0,cancer,,,,
121.111790685436,-102.288884326736,0,cancer,,,,
137.937211781345,-102.288884326736,0,cancer,,,,
154.762632877253,-102.288884326736,0,cancer,,,,
171.588053973162,-102.288884326736,0,cancer,,,,
188.41347506907,-102.288884326736,0,cancer,,,,
205.238896164979,-102.288884326736,0,cancer,,,,
222.064317260887,-102.288884326736,0,cancer,,,,
238.889738356795,-102.288884326736,0,cancer,,,,
255.715159452704,-102.288884326736,0,cancer,,,,
272.540580548612,-102.288884326736,0,cancer,,,,
289.366001644521,-102.288884326736,0,cancer,,,,
306.191422740429,-102.288884326736,0,cancer,,,,
323.016843836338,-102.288884326736,0,cancer,,,,
-324.761868356137,-87.7176422283083,0,cancer,,,,
-307.936447260229,-87.7176422283083,0,cancer,,,,
-291.11102616432,-87.7176422283083,0,cancer,,,,
-274.285605068412,-87.7176422283083,0,cancer,,,,
-257.460183972504,-87.7176422283083,0,cancer,,,,
-240.634762876595,-87.7176422283083,0,cancer,,,,
-223.809341780687,-87.7176422283083,0,cancer,,,,
-206.983920684778,-87.7176422283083,0,cancer,,,,
-190.15849958887,-87.7176422283083,0,cancer,,,,
-173.333078492961,-87.7176422283083,0,cancer,,,,
-156.507657397053,-87.7176422283083,0,cancer,,,,
-139.682236301145,-87.7176422283083,0,cancer,,,,
-122.856815205236,-87.7176422283083,0,cancer,,,,
-106.031394109328,-87.7176422283083,0,cancer,,,,
-89.2059730134192,-87.7176422283083,0,cancer,,,,
-72.3805519175108,-87.7176422283083,0,cancer,,,,
-55.5551308216023,-87.7176422283083,0,cancer,,,,
-38.7297097256939,-87.7176422283083,0,cancer,,,,
-21.9042886297854,-87.7176422283083,0,cancer,,,,
-5.07886753387699,-87.7176422283083,0,cancer,,,,
11.7465535620314,-87.7176422283083,0,cancer,,,,
