1.232779208062659038e+01,1.375897189453074043e+00,5.914067444951497110e-02,1.580529742178707342e-01,4.056929236219158907e-02,1.107989390777279093e+00,4.625049366744238277e-03,1.918173193877108273e+00,9.353782124116459995e-05
5.899737030057994502e+01,1.014867477835737164e+00,2.492773266293449308e-01,6.257803764213079045e-01,3.154319641753126208e-02,1.161425419692759808e+00,1.817031411141997385e-03,2.058146340440210498e+00,8.582067331548462702e-05
1.325595504028642146e+01,2.509184260466293281e+00,5.428926924920493557e-02,6.227522353292915813e-01,3.517786769257880836e-02,4.169839975963719469e-01,3.305775395629429597e-02,5.074415276449251166e-03,8.555957588929040945e-05
2.274395289405142506e+01,3.363787701476512737e+00,2.418321417787908933e-01,6.849042429180052238e-01,4.201936800011322332e-02,1.161929481661169383e+00,3.642792850561572815e-02,7.682813854870129688e-05,9.775003191058618407e-05
5.427641992778815450e+01,1.270129394237098142e+00,5.426233580333857109e-02,3.622666931098020848e-01,9.589856558238642192e-02,1.137841235095420567e+00,6.240609383589313351e-03,7.094386608237017010e-04,9.582960322015527050e-05
1.092355274756800654e+01,1.151030938757669375e+00,5.426233580333857109e-02,7.492836322818187400e-02,4.102758339399487780e-02,1.171329934299941700e+00,3.301846746629977236e-02,1.206074674072299402e-03,8.586935412328690147e-05
1.092355274756800654e+01,1.151030938757669375e+00,5.426233580333857109e-02,6.736666383803703584e-02,4.102758339399487780e-02,1.171329934299941700e+00,3.301846746629977236e-02,1.206074674072299402e-03,8.586935412328690147e-05
1.157037575068683743e+01,1.344535477970641768e+00,2.535328051271521638e-02,1.078845376616004992e-01,4.089383812764448706e-02,1.110868455010772138e+00,1.542623666084259708e-04,2.163152836341830643e-03,9.547952572186621230e-05
1.092355274756800654e+01,1.151030938757669375e+00,4.014701704611531308e-05,6.736666383803703584e-02,4.102758339399487780e-02,1.171329934299941700e+00,3.301846746629977236e-02,1.206074674072299402e-03,8.544266765142485463e-05
1.096832477774695214e+01,3.482763297442027284e+00,5.437221040208439077e-02,1.233923658258077316e-01,2.468916762294399297e-02,1.157669878857119361e+00,6.699635710899964555e-03,1.164273742799926126e-03,8.559853784146288400e-05
5.726461203543710354e+01,1.089896405132416035e+00,5.638112529664031369e-02,5.742245820107688692e-02,9.626063254457167817e-02,1.173899027432130815e+00,3.086661375648687075e-02,1.249978323513796594e-03,8.545362866812069094e-05
1.091794132585319232e+01,3.482763297442027284e+00,5.437221040208439077e-02,1.233923658258077316e-01,3.559226009566086174e-02,1.157669878857119361e+00,6.699635710899964555e-03,1.206074674072299402e-03,8.543182346927443392e-05
1.158024487843579564e+01,1.262999661861668121e+00,2.286678455901659107e-02,1.078845376616004992e-01,4.102840743136498131e-02,1.175419004488925889e+00,1.542623666084259708e-04,2.163152836341830643e-03,9.547952572186621230e-05
